Review #,Brand,Variety,Style,Country,Stars,T,code
3733,Pamana,Instant La Paz Batchoy,Cup,United States,3.75,,USA
3561,Aji-no-men,Sabor Gallina Criolla,Pack,Peru,3.5,,PER
2216,A-Sha Dry Noodle,Chow Mein Spicy Flavor,Tray,Taiwan,3,,CHN
1477,Mama,Instant Noodles Moo Nam Tok Flavour,Pack,Thailand,4,,THA
3188,Sapporo Ichiban,Momosan Ramen Tokyo Chicken,Pack,United States,3.5,,USA
2544,Lipton,Cup-A-Soup Chicken Noodle With White Meat Instant Soup,Box,United States,1.5,,USA
1066,Tasty Bite,1 Step-1 Minute Asian Noodles Pad Thai,Pack,United States,3.5,,USA
3621,Sau Tao,QQ Vermicelli Abalone Chicken Soup Flavour,Pack,Hong Kong,4,,HKG
1553,Mamee,Mi Segera Perisa Itik,Pack,Malaysia,3.75,,MYS
707,Mee Jang,Noodle Soup Spicy Beef Garlic Onion,Bowl,Thailand,3.25,,THA
2673,Nissin,Demae Ramen Bar Noodle Hokkaido Miso Tonkotsu Flavour Instant Noodle,Pack,Hong Kong,5,,HKG
3928,Mo Xiao Xian,Luosifer Instant Rice Noodle,Cup,China,0.5,,CHN
65,Nissin,Top Ramen Oriental,Pack,United States,2.5,,USA
3916,Maruchan,Tempura Soba,Bowl,Japan,5,,JPN
3129,Acecook,Super Cup Pringles Sour Cream & Onion Yakisoba,Tray,Japan,0,,JPN
2089,Nissin,Big Cup Noodles Seafood Curry Flavour,Cup,Hong Kong,5,,HKG
2512,Mom's Dry Noodle,Dan Dan Noodle,Pack,Taiwan,5,,CHN
2251,Ottogi,Ramyon Sabor Y Camaron,Pack,Mexico,3.75,,MEX
1532,Lucky Me!,Special Instant Noodles Jjamppong Flavor,Pack,Philippines,4.5,,PHL
719,Nissin,Spoon-it Beef,Pack,United States,3.25,,USA
3663,Toei,Shoyu Hiyashi Chuka,Pack,Japan,4.5,,JPN
1719,Wai Wai,Grilled Pork Flavour Instant Noodles,Bowl,Thailand,2.5,,THA
1536,Paldo Vina,Koreno Premium Shrimp Flavor,Pack,Vietnam,3.25,,VNM
71,Nissin,Demae Ramen Satay,Pack,Japan,2.5,,JPN
3418,Nissin,Miojo Lamen Hot Sabor Calabresa,Pack,Brazil,3.75,,BRA
228,Vifon,Pho Ga Instant rice Noodle,Bowl,Vietnam,2,,VNM
2131,Myojo,Mee Goreng Thai Tom Yum Flavour,Pack,Singapore,4,,SGP
570,O Sung,Keopnurungji Rice Snack,Cup,South Korea,2.5,,KOR
2789,Mike's Mighty Good Craft Ramen,Spicy Beef Flavor Ramen Soup,Cup,United States,4,,USA
15,Samyang,Pojangmacha U-dong,Pack,South Korea,2.5,,KOR
718,Ottogi,Kiss Myon,Pack,South Korea,3.75,,KOR
1962,Kabuto Noodles,Rice Noodles Chicken Pho,Cup,UK,3.5,,GBR
1162,Nissin,Chanpon Ramen,Pack,Japan,4.75,,JPN
1910,Nissin,Chow Mein Pad Thai,Tray,United States,3,,USA
2294,Sapporo Ichiban,Tabimen AizuKitakata Gyokai Shoyu Ramen,Bowl,Japan,3.5,,JPN
2920,Yum Yum,Authentic Thai Style Instant Noodles Tom Yum Shrimp Flavour,Pack,Thailand,3.75,,THA
751,Nongshim,Shin Ramyun Black Onion,Cup,South Korea,5,,KOR
3944,Little Couples,Chicken Rice Flavor Dry Noodle,Pack,Taiwan,5,,CHN
961,Trident,Chow Mein Soft Noodles,Pack,Australia,2.75,,AUS
3369,Aji-no-men,Sabor Camaron,Pack,Peru,3.25,,PER
2846,Myramen,Japanese Vegan Noodle & Soup Salt,Pack,Japan,3.25,,JPN
3046,Buitoni,Yakisoba Noodles Gusto Chili,Pack,Italy,2.5,,ITA
2739,Meimen,Noodles With Soy Bean Paste,Pack,Taiwan,3.25,,CHN
1870,Asia Gold,Instant Noodles With Beef Flavouring,Pack,Hungary,2.75,,HUN
1237,Mama,Instant Noodles Creamy Tom Yum Minced Pork Flavour,Pack,Thailand,3.5,,THA
1538,Sau Tao,Oat Noodle Tomato Soup Flavored,Pack,Hong Kong,4.5,,HKG
2511,Samyang Foods,Samyang Ramen Classic Edition,Bowl,South Korea,5,,KOR
2266,Nissin,Disney Cuties Instant Noodle Crab Flavour,Cup,Thailand,3.5,,THA
1710,Chering Chang,Instant Non-Fried Noodles Vegetable Curry Flavor,Pack,Taiwan,5,,CHN
2392,MyKuali,Penang Red Tom Yum Goong Rice Vermicelli Soup,Bowl,Malaysia,5,,MYS
3769,Menraku,Japanese Ramen Spicy Miso Tonkotsu,Bowl,United States,2,,USA
3736,Tasty.ly,Quick Pasta Cheezy,Pack,Malaysia,3.5,,MYS
1417,Sau Tao,Oat Noodle Abalone Flavored,Pack,Taiwan,1.75,,CHN
520,Nan Hsing,Vegetarian Rice Noodles,Bowl,Taiwan,0.25,,CHN
1254,Four Seas,Sesame Oil Chicken Flavour Instant Noodle,Bowl,Hong Kong,2.75,,HKG
2804,Acecook,Chinese Style Yakisoba,Tray,Japan,3.5,,JPN
1094,Amianda,Thin Noodles - Sesame Oil,Pack,Taiwan,4.25,,CHN
3592,Menraku,Tokyo Style Soup-less Ramen Rich Soysause,Bowl,United States,3.75,,USA
1343,Lotus Foods,Jade Pearl Rice Ramen,Pack,United States,3.25,,USA
3534,Nongshim,Soo Air-Dried Noodles With Beef Flavor & Seaweed,Pack,South Korea,3.75,,KOR
3078,Itsuki,Kurume Ramen,Pack,Japan,5,,JPN
491,JML,Artificial Stew Beef,Pack,China,3.75,,CHN
2348,Ripe'n'Dry,Hokkaido Salt Ramen,Pack,Japan,3.25,,JPN
3354,Yumei,Lazy Noodle Sichuan Green Pepper Flavor,Tray,China,0,,CHN
401,Myojo,Suudon Desse Soy Sauce,Bowl,Japan,4.25,,JPN
2595,TableMark,Cantonese Shouyu Ramen,Bowl,Japan,4.5,,JPN
1128,Lucky Me!,Special Instant Pancit Bihon With Kalamansi,Pack,Philippines,3.25,,PHL
1472,Ruski,Chicken Masala Flavour Instant Fried Noodles,Pack,Thailand,3.75,,THA
1455,Nissin,Premium Instant Noodles XO Sauce Seafood Flavour,Pack,Singapore,3.75,,SGP
1801,Baijia,Spicy Artificial Fei Chang Instant Vermicelli (New Recipe),Pack,China,3.75,,CHN
277,Vina Acecook,Oh! Ricey Beef Rice Noodles,Pack,Vietnam,4,,VNM
3890,Niudafang,Lanzhou Ramen,Box,China,3.25,,CHN
1695,Mama,Cup Shrimp Creamy Tom Yum,Cup,Thailand,5,,THA
3162,Sapporo Ichiban,Mentaiko Tonkotsu Ramen,Bowl,Japan,3.75,,JPN
3061,COCO 2.0,Budae Jjigae,Bowl,United States,3.75,,USA
2832,Nissin,Cup Noodle Curry,Cup,United States,4.25,,USA
2496,Nissin,Soba Thai,Pack,Germany,4.5,,DEU
3662,Sapporo Ichiban,Karaage Garlic Shoyu,Cup,Japan,4,,JPN
153,Sapporo Ichiban,Shrimp Flavor,Cup,United States,1.75,,USA
1145,Asian Thai Foods,Fatafat Chicken Flavor,Pack,Nepal,3.75,,NPL
1058,A-Sha Dry Noodle,Dry Noodle Mandarin Noodle - Original Sauce,Pack,Taiwan,4,,CHN
3942,Nakaki Food,Tonkotsu Ramen,Pack,Japan,1,,JPN
2201,Mr. Lee's Noodles,Penang Chicken Curry Laksa,Cup,UK,2,,GBR
2125,Happy Family,Curry Flavour Instant Noodles,Pack,Singapore,3.75,,SGP
986,Paldo,Jong-Gah-Jip Kimchi Ramen,Pack,South Korea,4,,KOR
736,Maruchan,Yakisoba Spicy Vegetable,Tray,United States,3.25,,USA
3237,Samyang Foods,Cheese Ramen,Pack,South Korea,5,,KOR
253,Nongshim,Bowl Noodle Spicy Seafood,Bowl,United States,4.25,,USA
1098,Tropicana Slim,Low Fat Noodles Hainan Chicken,Pack,Indonesia,3.75,,IDN
2986,Yum Yum,Pad Kee Mao,Pack,Thailand,3.75,,THA
239,Ottogi,Ppushu Ppushu Sweet & Sour,Pack,South Korea,1.75,,KOR
285,Doll,Artificial Chicken,Pack,Hong Kong,4.5,,HKG
504,Knorr,Pizza,Pack,Pakistan,3,,PAK
1649,Master Kong,Seafood Flavour Instant Cooking Noodles,Pack,China,4.25,,CHN
336,Six Fortune,Instant Noodles With Soup,Pack,South Korea,3.5,,KOR
3014,Sunaoshi,Sapporo Sauce Yakisoba,Pack,Japan,4.75,,JPN
3495,Nhu,Vietnamese Pho Instant Rice Noodles Beef Flavor,Bowl,Vietnam,4.5,,VNM
3412,Kang Shi Fu,Artificial Beef With Sauerkraut Flavour,Bowl,United States,3.5,,USA
3076,Rooster,Chili Chicken Flavour Noodle Soup,Bowl,Canada,3.75,,CAN
3682,Baixiang,Artificial Beef With Sauerkraut,Bowl,China,4,,CHN
815,Chencun,Stewde Chicken Of Mushroom,Cup,China,3.25,,CHN
2636,Acecook,Tonkotsu,Cup,Japan,1,,JPN
3185,Sakurai Foods,Vegetarian Stir Fried Noodles (Worcestershire Sauce Flavor),Pack,Japan,2,,JPN
3405,Maruchan,Dining Soymilk Sesame Miso Ramen,Bowl,Japan,4,,JPN
384,Nissin,Demae Iccho Tom Yam Goong Macaroni,Pack,Japan,4,,JPN
35,Mama,Chand Clear Soup,Pack,Thailand,3,,THA
1784,Torishi,Hakata Tonkotsu Ramen,Pack,Japan,5,,JPN
2399,Indomie,My Noodles Mi Goreng Pizza Cheese,Pack,Indonesia,4,,IDN
2692,KOKA,Creamy Soup With Crusjhed Noodles Mushroom Flavor,Cup,Singapore,1,,SGP
3537,Sapporo Ichiban,Keika Kumamoto Tonkotsu Ramen,Bowl,Japan,4.25,,JPN
3,Wai Wai,Tom Yum Shrimp,Pack,Thailand,2,,THA
1728,Yamadai,Tenobe Somen,Bowl,Japan,3.25,,JPN
379,Nissin,Chow Mein Thai Peanut,Tray,United States,2.5,,USA
3550,Hakubaku,Restaurant Style Fresh Ramen Umami Shoyu,Pack,United States,5,,USA
1654,MyOri,Malaysia Penang White Curry Noodle Super Spicy,Pack,Malaysia,5,,MYS
2404,MyKuali,Penang Hokkien Prawn Noodle Soup,Pack,Singapore,5,,SGP
3857,Super God,God Noodles Sichuan Spicy & Scallion Flavor,Pack,Taiwan,5,,CHN
2426,Dr. McDougall's,Vegan Pad Thai Noodle Soup,Cup,United States,0,,USA
555,Batchelors,Super Noodles Chinese Chow Mein,Pack,UK,2.75,,GBR
2943,San-Iku,Gomaaji Ramen,Pack,Japan,2.75,,JPN
1591,Mi E-Zee,Perisa Sayuran,Pack,Malaysia,3.5,,MYS
1927,Marutai,Kogashi Megiiri Tonkotsu Kagoshima Ramen,Bowl,Japan,3.5,,JPN
1384,Takamori Kosan,Hiyashi Udon Bonito Sauce,Pack,Japan,3,,JPN
3824,Snapdragon,Vietnamese Beef Pho,Box,United States,2,,USA
1749,Yum Yum,Jumbo Instant Noodles Tom Yum Kung Creamy Flavour,Pack,Thailand,5,,THA
2810,Little Couples Q Noodle,Spicy Taste,Pack,Taiwan,3.75,,CHN
3030,Nongshim,Shin Black Bowl,Bowl,China,5,,CHN
199,Samyang,Chinese Soybean Paste,Pack,South Korea,2,,KOR
3507,Mr. Lee's Noodles,Hong Kong Street Beef,Cup,UK,4.5,,GBR
474,Saigon Ve Wong,Kung Fu Rice Noodle Shrimp Crab ,Bowl,Vietnam,3.75,,VNM
818,SuperMi,Sedaaap Mi Kuah Rasa Soto,Pack,Indonesia,4,,IDN
1372,Samyang Foods,Nagasaki Jjamppong,Cup,South Korea,3.75,,KOR
855,Vina Acecook,Bestcook Hot & Sour Shrimp,Bowl,Vietnam,4.25,,VNM
2896,Myramen,Japanese Noodle & Soup Soy Sauce,Pack,Japan,3,,JPN
3725,Vifon,Instant Seafood Porridge,Bowl,Vietnam,5,,VNM
878,Nissin,Top Ramen Short Cuts Lime Chili,Pack,United States,3.75,,USA
2301,Suimin,Noodle With Oriental Chicken Flavour,Cup,Australia,2.75,,AUS
461,Samyang,Sutah Hot Spicy Beef,Pack,South Korea,3.5,,KOR
1189,Acecook,Comet Mori Yukino Tan-tan men,Bowl,Japan,5,,JPN
1467,Ruski,Creamy Tom Yam Instant Noodles,Pack,Thailand,4.5,,THA
1723,Baixiang Noodles,Artificial Beef Instant Noodles With Soup Base,Pack,China,3.75,,CHN
2303,Maruchan,Sopa Maruchan Sobar A Camaron,Pack,Mexico,3.25,,MEX
3516,Paldo,Jjol Bibimmen,Pack,South Korea,4,,KOR
763,Maggi,2 Minute Noodles Tricky Tomato,Pack,India,3.25,,IND
3442,Paldo,Mr Kimchi Stirfried Kimchi Ramen,Bowl,South Korea,5,,KOR
3918,Daikoku,Chige Spicy Ramen,Bowl,Japan,4,,JPN
341,Vina Acecook,Daily Vegetarian,Pack,Vietnam,3.75,,VNM
1572,Master Kong,Artificial Seafood Flavor Instant Noodle,Pack,China,3.75,,CHN
1864,Nissin,Raoh Ramen Noodle Soup Umami Tonkotsu Flavor,Pack,United States,5,,USA
1878,Myojo,Extra Spicy Singapore Curry Big Bowl,Bowl,Singapore,5,,SGP
1873,Vedan,Wei Wei A Instant Noodles Chicken Flavor,Bowl,Taiwan,0,,CHN
3751,Liangshi Nara,Japanese Noodle Salted Egg Flavor,Cup,China,3.5,,CHN
2721,Yumei,Instant Spicy Hot Pot,Bowl,China,2.25,,CHN
1070,HoMyeonDang,Premium Noodle House Pork & Seafood Flavor,Pack,South Korea,4,,KOR
541,Yum Yum,Chicken,Pack,Thailand,3.5,,THA
583,Vifon,Phu Gia Cua Crab Bean Thread,Pack,Vietnam,2.25,,VNM
1131,Wei Lih,What’s That? Leisure Meatballs Chicken Flavor,Pack,Taiwan,3.75,,CHN
3770,Cao Is Starving,Dried Instant Noodles Wuhan Hot Flavor,Tray,China,4.5,,CHN
1079,Deshome,Aloe Noodle Vegetable Sauce,Pack,Taiwan,5,,CHN
2668,Samyang Foods,Wasa-Mayo Ramen,Bowl,South Korea,3.25,,KOR
78,Nissin,Demae Ramen Seafood,Pack,Japan,2.5,,JPN
1904,Bonasia,Instant Noodles Duck Flavour,Pack,Hungary,3,,HUN
3686,Sapporo Ichiban,Karaage Ginger Shio Ramen,Cup,Japan,3.5,,JPN
1776,JML,Spicy King Bowl Noodle Spicy Chicken,Bowl,China,5,,CHN
564,Uni-President,One More Cup Kimchi,Cup,Taiwan,3.75,,CHN
3231,Myojo,Ippeichan Yakisoba,Tray,Japan,5,,JPN
3655,Myojo,Ramen Seafood Tonkotsu,Pack,United States,5,,USA
3156,Nongshim,Spicy Gamjatang,Pack,South Korea,5,,KOR
1250,Samyang Foods,三養라면 (Samyang Ramyun) (South Korean Version),Bowl,South Korea,3.75,,KOR
452,Myojo,Hyoubanya No Chukasoba Soy Sauce,Pack,Japan,4,,JPN
3290,Nissin,Men Shokunin Tonkotsu Ramen,Bowl,Japan,3.75,,JPN
2036,A-Sha Dry Noodle,Hakka BBQ Sauce Noodle,Pack,Taiwan,4.25,,CHN
2343,Nissin,Maxi Sopa Nissin Cuchareable Sabor A Jugo De Carne,Cup,Mexico,3.75,,MEX
3455,Young Poong,Yopokki Cheese Topokki (Rice Cake),Cup,South Korea,3.75,,KOR
3845,Nongshim,Shin Black With Beef Bone Broth,Pack,United States,5,,USA
807,SuperMi,Super Rasa Ayam Bawang,Pack,Indonesia,4,,IDN
2300,Nissin,Demae Ramen Spicy Xo Sauce Seafood Flavour Instant Noodle,Pack,Hong Kong,4,,HKG
644,Sura,Knife Cut Rice Noodle,Bowl,South Korea,3.75,,KOR
1555,Ko-Lee,Instant Noodles Taste Sensation Mixed Vegetable Flavour,Pack,UK,3.5,,GBR
3205,Easybab,Hot Chicken Flavor Noodles & Rice,Pack,South Korea,3.75,,KOR
3028,Maruchan,Yakisoba Korean BBQ Flavor,Tray,United States,4.5,,USA
1483,Four Seas,Hot & Spicy Instant Noodle (Mushroom & Beef Flavour),Pack,Hong Kong,4,,HKG
1500,MyKuali,Penang Red Tom Yum Goong Noodle,Pack,Malaysia,5,,MYS
2430,MyKuali,MeeKuali Bihun Sup Rempah Perisa Daging,Pack,Malaysia,5,,MYS
1393,Saji,Sajimee Curry Soup Flavour,Pack,Malaysia,4.25,,MYS
178,Mama,Oriental Style Clear Soup,Pack,Thailand,2,,THA
829,Paldo,Kko Kko Myun King Cup,Bowl,South Korea,4.75,,KOR
2624,Sapporo Ichiban,Tokyo Asakusa Yakisoba,Tray,Japan,4.75,,JPN
369,Bon Go Jang,Tofu Udon Dosirak,Tray,South Korea,3.75,,KOR
699,Nissin,Cup Noodles Salsa Picante Shrimp,Cup,United States,3.5,,USA
677,Nongshim,Shin Ramyun Shrimp,Pack,China,4.5,,CHN
3281,Samlip,Hi-Myon Spicy Katsuo Udon,Pack,South Korea,5,,KOR
3035,TTL,Spring Chicken With Hua Diao Liquor,Bowl,Taiwan,5,,CHN
2525,Sokensha,Curry Udon,Pack,Japan,3.5,,JPN
3719,Liangshi Nara,Japanese Noodle Salted Egg Crab Flavor,Cup,China,5,,CHN
1172,Koyo,Seaweed Ramen Made With Organic Noodles,Pack,United States,2.75,,USA
2476,Samyang Foods,Kimchi Stew Ramyun,Bowl,South Korea,4,,KOR
2729,Samyang Foods,Kimchi Song Song Ramen,Cup,South Korea,4,,KOR
1199,Mama,Instant Noodles Chicken Green Curry Flavour,Pack,Thailand,3.75,,THA
1033,Nissin,King Cup Noodle BBQ Chicken & Onion,Cup,Japan,3.75,,JPN
1961,Kabuto Noodles,Chicken Ramen,Cup,UK,4.25,,GBR
2850,Shibu Ramen,Spicy Garlic Tonkotsu,Restaurant,United States,2,,USA
467,Vifon,Tu Quy Sour Spicy Shrimp,Pack,Vietnam,1.75,,VNM
2629,Daikoku,Assari Miso Ramen,Bowl,Japan,2.75,,JPN
2062,Ottogi,Ramyon Sabor Mariscos,Pack,Mexico,3.75,,MEX
1358,Mamee,SLLRRRP! Asam Laksa,Pack,Malaysia,4,,MYS
482,Menraku,Shio,Bowl,Japan,4.5,,JPN
2028,Maruchan,"Sopa Maruchan Sabor a Camaron, Limon y Habanero",Pack,Mexico,3.5,,MEX
1186,Nissin,Sabor A Carne Sopa Instantánea Con Fideos,Pack,Colombia,3.75,,COL
1777,JML,Supereme Bowl Noodles With Stewed Egg Spicy Flavour,Bowl,China,3.5,,CHN
3263,Soup Daren,Pork Bone Noodles,Pack,China,5,,CHN
244,Nissin,Karashi Mayo Yakisoba,Tray,Japan,4.75,,JPN
1351,Mamee,Monster Chicken Flavour Snack Noodles,Pack,Malaysia,4,,MYS
1155,Komforte Chockolates,Savory Ramen ,Bar,United States,5,,USA
3343,Myojo,Extremely Ramen Noodles Rich Miso Ramen,Cup,Japan,2.5,,JPN
2166,JML,Instant Noodle Artificial Beef Flavor 7 sour Pickled Cabbage,Pack,China,4,,CHN
1464,Nanyang Chef,Penang White curry Noodle With Nanyang Chilli Paste,Pack,Malaysia,4.75,,MYS
858,Indomie,Rasa Mi Cakalang,Pack,Indonesia,4.5,,IDN
3142,Quero,Galinha Caipira Refogada,Pack,Brazil,3.75,,BRA
870,SuperMi,Mi Keriting Rasa Ayam Bawang,Pack,Indonesia,3.75,,IDN
3410,Wei Lih,Spicy Vegan Noodle,Bowl,Taiwan,4,,CHN
1907,Prima Taste,Singapore Curry Wholegrain La Mian,Pack,Singapore,5,,SGP
2649,Myojo,Mee Poh Dry (New Recipe),Pack,Singapore,4.25,,SGP
1325,Koka,Spicy Shrimp Tom Yam Flavour,Cup,Singapore,3.25,,SGP
1106,Nissin,Raoh Rich Soy Sauce With Roast Pork (2 Slices),Bowl,Japan,4.5,,JPN
3861,Wai Wai,Quick Chicken Pizza Flavored Instant Noodle,Pack,Serbia,3.5,,SRB
622,Daikoku,My Friend Vic Tanuki Udon,Bowl,Japan,4.75,,JPN
1504,Master Kong,Stewed Beef Flavor Cooking Noodle,Pack,China,4.25,,CHN
3837,Nissin,Cup Noodles Ginger Chicken,Cup,Germany,3.25,,DEU
58,Ve Wong,A-One Bun Tom Shrimp,Pack,Taiwan,3,,CHN
2715,Myojo,Hyobanya Shio Yakisoba,Tray,Japan,4.5,,JPN
403,Maruchan,Instant Lunch Lime Flavor with Shrimp,Cup,United States,2.25,,USA
1813,Nissin,Soba Fried Noodles Curry,Pack,Germany,4.25,,DEU
1014,Nissin,King Spa Oh Peperoncino Spaghetti (日清生タイプSpa王 ペペロンチーノ),Bowl,Japan,4.25,,JPN
3759,House Of Delicious Taste,Hot & Sour Vermicelli,Cup,China,4,,CHN
471,Koyo,Lemongrass ginger,Pack,United States,1.5,,USA
1609,Mitoku,Brown Rice Ramen,Pack,Japan,0.25,,JPN
43,Kim Ve Wong,Jaopai Series: Vegetarian Instant Noodles,Bowl,Taiwan,0,,CHN
1005,Four Seas,Chicken Flavour,Bowl,China,2.75,,CHN
2452,KOKA,Signature Laksa Singapura Instant Noodles,Bowl,Singapore,5,,SGP
141,Six Fortune,Seafood Flavor,Pack,South Korea,2.5,,KOR
301,Dragonfly,Guilin Style Rice Vermicelli,Bowl,China,4.5,,CHN
851,Dragonfly,Artificial Pork Ribs,Bowl,China,3.5,,CHN
655,Cap Atoom Bulan,Mie Telor Asli,Pack,Indonesia,3,,IDN
662,Daikoku,Shokuh Kitsune Udon,Bowl,Japan,4.25,,JPN
3702,Higashimaru,Seafood Sara Udon,Pack,Japan,5,,JPN
689,Mee Jang,Noodle Soup Sour Spicy Shrimp Tom Yum,Bowl,Thailand,2.5,,THA
392,Nissin,Yakisoba Noodles Karashi,Tray,Japan,5,,JPN
487,Kailo,Big Bowl Artificial Chicken,Bowl,Hong Kong,2.75,,HKG
2190,Myojo,Barikata Noukou Tonkotsu Shoyu,Bowl,Japan,4.75,,JPN
3880,Han,Ramen Noodle Soup,Bowl,Russian Federation,4.5,,RUS
1103,Myojo,Ippei-chan Yomise No Yakisoba Teriyaki Mayo Flavor,Tray,Japan,5,,JPN
1050,Knorr,Japanese Pork Bone Flavour Quick Serve Macaroni,Pack,Hong Kong,3,,HKG
1203,GaGa,Mie Gepeng Kuah Rasa Soto Cabe Hijau,Pack,Indonesia,3.5,,IDN
3792,Du Du,Non-Fried Instant Rice Noodles,Pack,Thailand,3.5,,THA
2393,Ripe'n'Dry,Hokkaido Miso Ramen,Pack,Japan,3,,JPN
1791,Vit's,Tom Yam Instant Noodles,Pack,Malaysia,4.25,,MYS
2195,Nissin,Gyorai Inaniwa Chuka Soba,Bowl,Japan,5,,JPN
772,Nongshim,Bowl Noodle Hot & Spicy Beef (New),Pack,United States,3.5,,USA
3070,A-Sha,Gourmet Traditional Taiwanese Soybean Paste Noodle,Pack,Taiwan,5,,CHN
2079,Nissin,Nupasta Carbonara Flavour Instant Noodle,Cup,Hong Kong,5,,HKG
2679,MyKuali,Penang White Curry Noodle,Pack,Malaysia,5,,MYS
2707,My Friend,Big Tanuki Udon,Bowl,Japan,3.75,,JPN
2693,Qicaiyuan,Liangpi (Shaanxik cold noodle),Pack,China,4.25,,CHN
2191,Choumama,XO Scallops Sauce Dry Noodles,Pack,Taiwan,4,,CHN
3179,Nagatanien,tom Yum Kung Rice Vermicelli,Pack,Japan,2,,JPN
464,Mama,Vegetable,Pack,Thailand,3.25,,THA
2638,Nissin,Demae Ramen Straight Noodle Miso Flavour Instant Noodle,Pack,Hong Kong,2,,HKG
1525,Pama,Instant Kua Teow Tom Yam,Cup,Malaysia,3.75,,MYS
951,Vifon,Pomidorowa (Mild Tomato),Pack,Poland,4,,POL
3278,Uni-President,Imperial Big Meal Beef Flavour,Bowl,Taiwan,5,,CHN
640,Master Kong,Artificial Spicy Beef,Pack,China,4.25,,CHN
3584,Kormosa,Kiss My Food Vegetable Noodles,Pack,Taiwan,4,,CHN
916,Goku Uma,Seafood Flavor Japanese Noodles,Bowl,Japan,4.25,,JPN
3091,Way Premium Foods,Authentic Chili Crab Noodles,Box,Malaysia,4,,MYS
3436,Samyang Foods,Aloha Bowl Noodle Soup Kimchi Flavour,Bowl,South Korea,3.5,,KOR
2400,Nissin,Cup Noodles Tom Yam Seafood Flavour,Cup,Singapore,5,,SGP
2702,Chuanbei,Sichuan Yibin Style Spicy Noodles,Tray,China,4,,CHN
2433,Nissin,Cup Noodles Indonesia Mie Goreng,Cup,Japan,3.75,,JPN
1932,Love Cook,Guanmiao Dried Noodles With Shallot Flavor,Pack,Taiwan,3.75,,CHN
2156,A-Sha Dry Noodle,Chow Mein Oyster Sauce BBQ Flavor,Tray,Taiwan,2.25,,CHN
3099,Nissin,Cup Noodles Alitas Hot,Cup,Mexico,5,,MEX
415,Ve Wong,Artificial Classic Beef,Bowl,Taiwan,3.75,,CHN
1296,Wu-Mu,Ramen With Pickled Mustard Flavor,Pack,Taiwan,3.5,,CHN
1569,Maggi,Mi Goreng Perencah Kari Ori,Pack,Malaysia,4,,MYS
752,Nongshim,Bowl Noodle Savory Tempura Udon,Bowl,United States,3.5,,USA
2288,Nissin,Cup Noodles Tom Yum Goong Flavour,Cup,Hong Kong,4,,HKG
2822,Nagatanien,Chanko Shio Ramen,Box,Japan,5,,JPN
750,Nongshim,Bowl Noodle Spicy Kimchi (New),Bowl,United States,3.75,,USA
117,Ottogi,Ramyonsari,Pack,South Korea,4,,KOR
1339,Kin-Dee,Instant Rice Noodle Pad Thai,Tray,Thailand,3.75,,THA
654,Mee Jang,Sour Spicy Chicken Tom Yum,Bowl,Thailand,3.25,,THA
169,Samyang,Seafood Party,Pack,South Korea,2.25,,KOR
1661,Chencun,Senior Food Rice Noodle Fragrant Peppery Beef,Cup,China,3.75,,CHN
3105,Maggi,Pedas Giler Tom Yummz Mi Goreng,Pack,Malaysia,2.5,,MYS
1940,Nissin,Cup Noodle Pasta Style Bolognese,Cup,Japan,5,,JPN
872,Nongshim,Chapagetti,Bowl,United States,5,,USA
398,Paldo,Bowl Noodle Beef With Vegetables,Bowl,South Korea,3.75,,KOR
2523,Nongshim,Budae Jjigae Noodle Soup,Pack,South Korea,4.5,,KOR
1680,Aroi,Curry Me! Penang White Curry Soup Noodle,Pack,Malaysia,4.5,,MYS
3401,Star Anise Foods,Pho Noodle Soup Bowl Creamy Coconut,Cup,United States,0.25,,USA
2845,LeeZen,Hot & Sour Instant Noodles,Pack,Taiwan,3.75,,CHN
3589,Yamamoto Seifun,Kizami Age Udon,Bowl,Japan,3.5,,JPN
3058,Big Bon,Beef Flavor,Pack,Russia,3.25,,RUS
817,Souper,Bowl Ramen Shrimp,Bowl,Taiwan,3.75,,CHN
1376,Takamori Kosan,Katsuo Dashi Udon,Pack,Japan,3.75,,JPN
3505,Myojo,Spicy Yuzu Mazesoba,Tray,Japan,0,,JPN
2864,Wu-Mu,Man Dashi Noodle Master Spicy Hot Dry Ramen,Pack,Taiwan,3.5,,CHN
959,Sakurai Foods,ARCHE Naturküche Ramen Mit Ingwer,Pack,Japan,3.25,,JPN
2889,Sugakiya,Nagoya Kishimen,Pack,Japan,4.5,,JPN
2284,Nissin,Korean Kimchi Flavour Vermicelli,Cup,Hong Kong,3.75,,HKG
3470,Myojo,Ippeichan Rich & Sweet Yakisoba,Tray,Japan,5,,JPN
3310,Nissin Miojo,Cremoso Sabor Molho De Queijo,Pack,Brazil,3.5,,BRA
3325,Tabate,Yuzu Dashi Shio Ramen,Pack,Japan,4.75,,JPN
3936,Nissin,Wakayama Ramen,Bowl,Japan,5,,JPN
1737,Mi Sedaap,Instant Cup Mi Goreng,Cup,Indonesia,3.75,,IDN
1284,Thai Kitchen,Rice Noodle Cart Sweet Citrus Ginger,Tray,United States,4.25,,USA
2407,Just Way,Chuan Wei Spicy Guan-miao Noodles,Pack,Taiwan,4.5,,CHN
114,Samyang,Kimchi,Pack,South Korea,2.9,,KOR
236,Koka,Spicy Sesame,Pack,Singapore,5,,SGP
478,Vedan,Mushroom & Artificial Cuttlefish,Pack,Taiwan,1.75,,CHN
