Review #,Brand,Variety,Style,Country,Stars,Top Ten
1811,Conimex,Oriental Noodles Oosterse Groenten,Pack,Netherlands,3.5,
2213,Acecook,Oh! Ricey Pork Flavour,Pack,Vietnam,4,
363,Nissin,Demae Iccho Tonkotsu Macaroni,Pack,Japan,3.5,
1271,Prima Taste,Singapore Chilli Crab La Mian,Pack,Singapore,5,2014 #8
2152,Jingqi,Black Eyes Bean Cyanobacteria Noodle With Ginger Oil Sauce,Pack,Taiwan,5,
2497,Nissin,Cup Noodles Spicy,Cup,Germany,3.75,
499,Dragonfly,Artificial Beef,Bowl,China,4.75,
546,Yum Yum,Vegetable,Pack,Thailand,3.5,
1764,Pirkka,Nuudeli Tom Yum Katkarapu,Pack,Finland,3.75,
467,Vifon,Tu Quy Sour Spicy Shrimp,Pack,Vietnam,1.75,
1664,Mamee,Oriental Noodles Prawn Flavor,Pack,Malaysia,2,
2578,Nissin,Cup Noodles Chicken Vegetable,Cup,USA,2.25,
1647,No Name,Shrimp Flavour Oriental Noodles And Soup Mix,Cup,Canada,2.75,
1833,Vit's,Instant Noodles With Chicken Flavour,Pack,Malaysia,3.75,
1498,Samyang Foods,Sogokimyun Hot Flavor Noodle Soup,Pack,South Korea,3.5,
71,Nissin,Demae Ramen Satay,Pack,Japan,2.5,
2049,Ottogi,Ramyon Sabor A Res,Pack,Mexico,4,
2380,Pulmuone,Non-Fried Ramyun With Spicy Beef Broth,Pack,South Korea,3.75,
948,Trident,Hot & Spicy 2 Minute Noodles,Pack,Australia,3.5,
1158,Nissin,Demae Iccho XO Sauce Seafood Flavour,Bowl,Hong Kong,4,
2189,Nissin,Demae Ramen Sesame Oil Flavour Cup,Cup,Hong Kong,4,
18,Ottogi,Jin Ramen (Hot Taste),Pack,South Korea,3.5,
789,SuperMi,GoKar,Pack,Indonesia,4,
2008,Sichuan Baijia,Hot spicy Flavor Instant Vermicelli,Bowl,China,3.5,
1536,Paldo Vina,Koreno Premium Shrimp Flavor,Pack,Vietnam,3.25,
489,JML,Stew Pork,Pack,China,3.25,
105,Indomie,Special Fried Curly Noodle,Pack,Indonesia,5,2012 #1
1277,Vifon,M?? G?? T??m Chua Cay Hot & Sour Chicken Flavor Instant Noodles,Pack,Vietnam,2,
2456,KOKA,Signature Spicy Singapore Fried Noodles Instant Noodles,Pack,Singapore,4.25,
1561,Uncle Sun,White Curry Noodle,Pack,Malaysia,4.5,
1027,Samyang Foods,Yukgaejang Beef Ramyun,Bowl,South Korea,4,
885,Yamachan,Miso Ramen Rich Sapporo Miso,Pack,USA,5,
1328,A-Sha Dry Noodle,Hello Kitty La Wei (Spicy Flavor),Pack,Taiwan,3.75,
2540,Wei Lih,GGE Noodle Snack Wheat Crackers Mexican Spicy,Pack,Taiwan,3.25,
371,Nissin,Chow Noodles Alfredo,Tray,USA,3.75,
1642,Campbell's,Hearty Noodles Savoury Beef Flavour,Cup,Canada,0.25,
1732,Super,Seafood Flavour Noodles,Cup,Malaysia,3.25,
655,Cap Atoom Bulan,Mie Telor Asli,Pack,Indonesia,3,
362,Vina Acecook,Daily Hot & Sour With Shrimp,Pack,Vietnam,4.5,
746,JML,Artificial Mushroom Chicken,Bowl,China,1.25,
165,Doll,Sesame Oil,Pack,Hong Kong,3.5,
1466,Mama,Oriental Style Instant Noodles Green Curry Flavour Jumbo Pack,Pack,Thailand,5,2015 #8
393,Kamfen,Dried Mix Noodles XO Sauce,Tray,China,2,
479,Nongshim,Potato Noodle Soup,Pack,South Korea,3.75,
2263,Sichuan Baijia,Broad Noodle Artificial Beef Flavor Hot Pot,Pack,China,4,
1080,Deshome,Black Eyed Beans Noodle Basil Sauce & Sesame Sauce,Pack,Taiwan,3.5,
672,Mug Shot,Chicken,Pack,UK,3,
2166,JML,Instant Noodle Artificial Beef Flavor 7 sour Pickled Cabbage,Pack,China,4,
1052,A-Sha Dry Noodle,Dry Noodle Hakka Noodle - Chili Sauce,Pack,Taiwan,4.25,
1549,Sapporo Ichiban,Chow Mein Japanese Style Noodles Yakisoba,Pack,Canada,5,
423,Noodle Time,Shin Cup,Cup,South Korea,3,
504,Knorr,Pizza,Pack,Pakistan,3,
16,Samyang,Kalgug-Su (Spicy),Pack,South Korea,3.5,
412,Maruchan,Midori No Tanuki,Bowl,Japan,4.125,
640,Master Kong,Artificial Spicy Beef,Pack,China,4.25,
965,Annie Chun's,Noodle Express Chinese Chow Mein,Tray,USA,3.75,
1194,Paldo,Namja Ramyun (US Version),Bowl,South Korea,4,
2184,President Rice,Coriander Instant Rice Noodles,Bowl,Thailand,2.75,
1276,Adabi,Mi Bandung Prawn Mee,Pack,Malaysia,4.25,
2529,Maruchan,Gotsumori Chanpon Ramen,Bowl,Japan,4.5,
450,Ottogi,Ppushu Ppushu Tteobokki,Pack,South Korea,3.25,
2335,Nissin,Cup Noodles Gourmet Sabor A Caldo De Camaron,Cup,Mexico,5,
522,Samyang,Hot Beef,Pack,South Korea,4.25,
225,Ottogi,Snack Ramyon,Pack,South Korea,3.75,
1886,Myojo,Chicken Abalone Flavour,Bowl,Singapore,3.75,
37,Lucky Me!,Pancit Canton Hot Chili Flavor,Pack,Philippines,3,
1020,Samyang Foods,Nagasaki Jjampong,Bowl,South Korea,4.75,
949,Ko-Lee,Instant Noodles Chicken ,Pack,UK,3.5,
2379,Nissin,Cup Noodles Hot & Spicy Shrimp Flavor Ramen Noodle Soup (New Recipe),Cup,USA,2.5,
1055,A-Sha Dry Noodle,Dry Noodle QQ Thin Noodle - BBQ Sauce,Pack,Taiwan,5,
297,Rhee Bros Assi,Rice Noodle Hot & Spicy Kimchi,Tray,South Korea,3.25,
176,Paldo,Dosirac Pork,Tray,South Korea,4.125,
838,Sarimi,Soto Koya Gurih,Pack,Indonesia,4,
1196,Nissin,Bowl Noodles Chicken Flavor,Bowl,USA,3.5,
621,Ottogi,Jin Ramen Big Bowl (Hot),Bowl,South Korea,3.5,
372,Noodle Time,Spicy Thai,Bowl,Canada,0.5,
2329,Patanjali,Atta Noodles Jhatpat Banao Befikr Khao,Pack,India,5,
1954,Koh Thai,Island Of Flavours Spicy Thai Chicken Instant Noodles Soup,Pack,Netherlands,2,
329,Mee Jang,Artificial Beef Flavor,Bowl,Thailand,3.5,
2124,7 Select,Nissin Instant Noodles Tom Yum Seafood Creamy Flavour King Cup,Bowl,Thailand,3.5,
279,Rhee Bros Assi,Rice Noodles Seafood,Tray,South Korea,3.75,
126,Mama,Tom Yam Koong Rice Vermicelli,Pack,Thailand,1.5,
771,Mi Sedaap,Mi Kuah Rasa Ayam Bawang,Pack,Indonesia,4,
2478,Kiki Noodle,Scallion Oil & Soy Sauce Noodle,Pack,Taiwan,5,
2420,Nissin,Cup Noodles Spicy Seafood Flavor,Cup,China,3.75,
851,Dragonfly,Artificial Pork Ribs,Bowl,China,3.5,
583,Vifon,Phu Gia Cua Crab Bean Thread,Pack,Vietnam,2.25,
1267,ABC,Mi Cup Rasa Soto Ayam Chicken Soto Flavour,Cup,Indonesia,3.75,
2003,Nissin,Raoh Rich Miso Flavor,Bowl,Japan,5,
2536,Lele,Instant Noodles Beef,Pack,Ghana,3.5,
2350,Nissin,Cup Noodles BIG XO Sauce Seafood Flavour,Cup,Hong Kong,4,
2368,Samyang Foods,Cool/Ice Buldak Bokkeummyun,Pack,South Korea,3.75,
2463,Nissin,Gekikara Ramen Rasa Pedas,Pack,Indonesia,3.25,
862,Nissin,Top Ramen Short Cuts Roast Chicken,Pack,USA,4.25,
2452,KOKA,Signature Laksa Singapura Instant Noodles,Bowl,Singapore,5,
388,Maruchan,Instant Lunch Cheddar Cheese,Cup,USA,2.75,
1784,Torishi,Hakata Tonkotsu Ramen,Pack,Japan,5,
1357,Mamee,Mie Goreng Indonesia Spicy Sambal,Cup,Malaysia,5,
2179,MAMA,Oriental Kitchen Instant Rice Vermicelli In Gravy,Pack,Thailand,5,
2182,MAMA,Instant Rice Vermicelli Clear Soup,Pack,Thailand,3.5,
2286,Kamfen,Noodle King Artificial Abalone And Chicken Soup Flavored,Bowl,Hong Kong,4,
2241,Fuku,Spicy Soup Instant Noodle Beef Flavour,Pack,Hong Kong,4,
844,Maggi,2 Minute Noodles Perencah Asam Laksa,Pack,Malaysia,4,
702,Nissin,Demae Ramen Black Garlic Oil Tonkotsu,Pack,Japan,4.5,
1696,Mama,Cup Yentafo Tom Yum Mohfai,Cup,Thailand,5,
521,Menraku,Soy Sauce,Bowl,Japan,4.25,
765,Super Bihun,Kuah Rice Noodles,Pack,Indonesia,4.5,
935,Maruchan,Beef,Cup,USA,3.5,
2281,Nissin,Demae Iccho Red Hot Seafood Flavour Instant Noodle,Cup,Hong Kong,4,
1260,ABC,Mi Goreng Pangsit Fried Noodle With Dumpling,Pack,Indonesia,5,
2267,Shirakiku,Karami Ramen Spicy Chili Flavour Japanese Style Noodle With Soup Base,Pack,USA,2,
1797,Wai Wai,Instant Rice Vermicelli Crab Flavour,Pack,Thailand,3.5,
1916,Nissin,Soba Fried Noodles Teriyaki,Pack,Germany,3,
1641,One Dish Asia,Japanese Ramen Noodle,Bowl,USA,0,
62,Maggi,Rice Noodle Mania Lemon Masala,Pack,India,1.5,
270,Wu Mu,Dried Noodle With BBQ Pork,Pack,Taiwan,2,
743,Mamee,Express Cup Tom Yum,Cup,Malaysia,3.75,
773,Little Cook,TVP Stewed Pork,Bowl,Thailand,3.5,
790,GreeNoodle,Shiitake & Soy Sauce,Pack,Thailand,1.5,
439,Little Cook,Tom Yum Seafood Creamy,Bowl,Thailand,3,
725,Indomie,Mi Goreng Instant Cup Noodles,Cup,Indonesia,5,
2083,Nissin,Taisho Fried Noodle Sesame Paste Flavour Instant Noodle,Pack,Hong Kong,5,
994,Wai Wai,Tom Yum Shrimp Flavour,Pack,Thailand,3.25,
2280,Sichuan Baijia,Chongqing Noodles Hot & Sour Flavor,Pack,China,4,
928,Kamfen,Dried Mix Noodles Artificial Spicy Pork,Tray,China,4,
601,Wei Chuan,Tomato Vegetables,Pack,Taiwan,4,
606,Six Fortune,U-Dong,Pack,South Korea,4,
396,Vina Acecook,Bestcook Hot spicy Tom Yum Shrimp,Bowl,Vietnam,4.25,
2096,Maruchan,Seimen Noukou Toro Tonkotsu,Bowl,Japan,4,
1637,Thai Chef,Instant Nudelsuppe Huhn Geschmack,Pack,Germany,3,
2207,Nissin,Big Cup Noodles Tonkotsu Flavour,Cup,Hong Kong,3,
1257,ABC,Mi Goreng Spesial Special Fried Noodle,Cup,Indonesia,4,
1692,Mama,Oriental Style Instant Noodles Chicken Flavour,Pack,Bangladesh,3.25,
35,Mama,Chand Clear Soup,Pack,Thailand,3,
715,Indomie,Mi Goreng Rendang (Import),Pack,Indonesia,5,2013 #3
653,Dragonfly,Artificial Pork Ribs,Pack,China,4,
1684,Wugudaochang,Sichuan Pepper & Chicken Flavor Noodle,Bowl,China,4.5,
2101,Samyang Foods,Pojangmacha Udon,Pack,South Korea,4,
778,Mamee,Express Cup Curry,Cup,Malaysia,2.5,
2404,MyKuali,Penang Hokkien Prawn Noodle Soup,Pack,Singapore,5,
205,Sapporo Ichiban,Beef Flavor,Pack,USA,4.5,
2064,Nongshim,Arrabiata Rice Bucatini,Pack,USA,5,
463,Ottogi,Ppushu Ppushu Barbecue,Pack,South Korea,3,
940,Wai Wai,Sour Soup Flavor,Pack,Thailand,3.5,
1017,Samyang Foods,Sutah (SK Version),Pack,South Korea,3.75,
214,Maruchan,Yakisoba Teriyaki Beef,Tray,USA,2,
898,Long Kow,Crystal Noodles Savory Shoyu,Cup,China,1.5,
428,Kamfen,E Menm Chicken,,China,3.75,
2385,Uni-President,Man Han Feast Chilli Beef Flavor Instant Noodles,Bowl,Taiwan,4.75,
1074,Deshome,Pollen Noodles Sesame Sauce & Soy Sauce,Pack,Taiwan,4.25,
1265,ABC,Rasa Ayam Bawang Chicken Onion Flavour,Cup,Indonesia,3.75,
988,Amino,Ogorkowa,Pack,Poland,3.25,
900,Maruchan,Instant Lunch Chicken,Cup,USA,3.5,
544,Unox,Good Noodles Chicken,Pack,Holland,3.5,
517,Thai Kitchen,Thai Ginger Rice Noodle,Pack,USA,4.25,
2218,Tseng Noodles,Spicy Braised Pork Flavor,Pack,Taiwan,4,
1312,Maruchan,I Want To Eat Ramen Miso Flavor,Pack,Japan,3.75,
2162,Tseng Noodles,Rice Noodle Seafood Laksa Flavour,Pack,Taiwan,5,
1289,JML,Braised Beef Noodles,Pack,China,4,
2471,Nissin,Cup Noodles Mini Seafood Flavour,Cup,Hong Kong,5,
2181,MAMA,Instant Rice Noodles Chicken Flavour,Pack,Thailand,4,
600,Maruchan,Ramen Noodle Soup Beef,Pack,USA,3.25,
1755,Mama,Oriental Style Instant Noodles Hot & Spicy Flavour,Pack,Bangladesh,4,
2500,The Ramen Rater Select,Supreme Creamy Tom Yum Noodle,Box,Malaysia,5,
1881,Myojo,Chicken Abalone Flavour,Pack,Singapore,3.5,
2571,KOKA,The Original Spicy Stir-Fried Noodles,Pack,Singapore,2.5,
206,Bon Go Jang,Deuchi Udon,Bowl,South Korea,3,
887,Yamachan,Cold Noodles With Lemon Soy??Dressing,Pack,USA,4,
1921,Nissin,Cup Noodles Ramen Noodle Soup Chicken Flavor [New Package],Cup,USA,3.5,
237,Koka,Spicy Seafood Marinara,Bowl,Singapore,3,
979,Sun Noodle,Nama Soba Buckwheat Noodle,Tray,USA,4,
1366,Nongshim,Sir Long Tang Creamy Beef Noodle Soup,Cup,USA,4.25,
1184,Sapporo Ichiban,Pokemon Shoyu Ramen,Cup,Japan,3.5,
1313,Healtimie,Green Barley Noodle Vegetable Soup,Pack,Indonesia,3.25,
840,Chewy,Stir Rice Vermicelli Singaporean Laksa,Tray,China,3.75,
2046,E-Zee,Perisa Asam Pedas Mi Segera,Pack,Malaysia,4,
251,Fortune,Udon Beef,Pack,USA,3.5,
1444,Maruchan,Instant Lunch Jalapeno Cheddar Flavor Ramen Noodles,Cup,USA,3.5,
1355,Mamee,Instant Vermicelli Chicken Flavour,Pack,Malaysia,3.25,
1136,Nissin,Yakisoba,Pack,Japan,5,
1937,MAMA,Chicken Soup Flavour Cup Noodles,Cup,Myanmar,3.75,
1774,JML,Spicy King Spicy Pork,Pack,China,5,
1431,Maggi,Extra Spicy Curry Instant Noodles,Pack,Singapore,5,
2416,Xiuhe,Hot & Sour Beef Noodles,Bowl,China,4.25,
239,Ottogi,Ppushu Ppushu Sweet & Sour,Pack,South Korea,1.75,
2070,Tokushima Seifun,Negi Ramen,Bowl,Japan,1.75,
2073,Great Value,Spicy Ramen Noodles,Pack,Canada,4,
1704,Baixiang Noodles,Sour & Spicy Flavour,Pack,China,3.75,
1826,Mama,Instant Noodles Stewed Beef Flavour,Pack,Cambodia,3.5,
1837,Vit's,Taste Of Malaysia Penang Hokkien Mee Ramen,Pack,Malaysia,5,
1648,Wei Lih,Instant Noodles With Onion Flavour,Pack,Taiwan,4.25,
1102,Batchelors,Super Noodles Mild Mexican Chilli,Pack,UK,3,
65,Nissin,Top Ramen Oriental,Pack,USA,2.5,
1036,Golden Wheat,Korean Style Spicy Shrimp Noodle Soup,Bowl,China,3.5,
1221,ABC,Selera Pedas Hot Semur Chicken Flavour,Pack,Indonesia,4.5,
258,Royal Umbrella,Tom Yum Shrimp,Cup,Thailand,3.25,
1944,Wei Lih,GGE Noodle Snack Wheat Crackers Hot Spicy,Pack,Taiwan,5,
1988,MAMA,Instant Noodles Chicken Soup Flavour,Pack,Myanmar,3.5,
1018,Samyang Foods,Ganjjampong,Pack,South Korea,4.25,
767,Fashion Foods,Mushroom Vegetarian,Bowl,Thailand,1.75,
2488,Nissin,Demae Ramen Thai Tom Yum,Pack,Germany,3.75,
1892,Ottogi,Cheese Ramen,Pack,South Korea,4,
1787,Pama,Kua Teaw Segera,Pack,Malaysia,4,
2144,Nissin,Lamen Sabor Picanha,Pack,Brazil,4,
1028,Samyang Foods,Buldalk Bokkeummyeon (Hot Fried Chicken Ramyun),Pack,South Korea,4,
1212,Ruski,Instant Noodles Tom Yum Flavour,Pack,Thailand,3.5,
2490,Nissin,Demae Ramen Garlic Chicken,Pack,Germany,3.5,
1680,Aroi,Curry Me! Penang White Curry Soup Noodle,Pack,Malaysia,4.5,
1078,Deshome,Black Eyed Beans Noodle Spicy Soybean Sauce & Sesame Sauce,Pack,Taiwan,3.75,
1230,Saji,Sajimee Original Soto Soup Flavor,Pack,Malaysia,4,
2518,Samurai Ramen,Umami Ramen,Pack,Japan,4,
1499,United,Instant Noodles Xi Gon Artificial Stewed Beef Flavor,Pack,Vietnam,3.25,
1004,Wai Wai,Artificial Pork Flavour,Pack,Thailand,3,
1829,Tseng Noodles,Hu Sesame Flavor,Pack,Taiwan,5,
1264,ABC,Selera Pedas Mi Goreng Cup Rasa Ayam Pedas Limau Hot Chicken Lemon Flavour,Cup,Indonesia,4.25,
927,Paldo,Kokomen Spicy Chicken,Bowl,South Korea,4.75,
3,Wai Wai,Tom Yum Shrimp,Pack,Thailand,2,
91,Binh Tay,Mi Chay Mushroom,Pack,Vietnam,2.75,
1094,Amianda,Thin Noodles - Sesame Oil,Pack,Taiwan,4.25,
2193,Knorr,Chicken Flavored Instant Noodles,Pack,Pakistan,3,
2155,Jingqi,Aloe Vera Guan Mian Purple Sweet Potato Noodle With Spicy Miso Sauce,Pack,Taiwan,4,
1535,Sau Tao,Oat Noodle Pork Rib Flavored,Pack,Hong Kong,3.5,
681,Nongshim,Hearty Rice Noodle Black Bean Vegetable,Pack,South Korea,3.75,
257,Nissin,Cup Noodles Beef,Cup,USA,3.5,
121,Ottogi,Bekse Curry,Pack,South Korea,4,
482,Menraku,Shio,Bowl,Japan,4.5,
491,JML,Artificial Stew Beef,Pack,China,3.75,
1875,Sapporo Ichiban,Tonkotsu Ramen Artificially Flavored Tonkotsu White Chicken Broth,Pack,USA,5,
1273,Sainsbury's,Basics Instant Noodles Chicken Curry Flavour,Pack,UK,3.25,
696,Nissin,Big Cup Noodles Spicy Chicken,Cup,USA,3.5,
1348,Mamee,Instant Vermicelli Tom Yam Flavour,Pack,Malaysia,3.75,
1650,Ottogi,Sesame Flavor Ramen Korean Style Instant Noodle,Pack,South Korea,4.25,
554,Yum Yum,Shrimp Tom Yum Flavor,Pack,Thailand,3.5,
1442,Maggi,2 Minute Noodles Tom Yam Flavour,Pack,Singapore,3.5,
2458,Samyang Foods,Sari Ramen,Pack,South Korea,Unrated,
635,Ottogi,Buckwheat Bibim Ramyon,Pack,South Korea,1.1,
366,Payless,Pancit Shanghai,Pack,Philippines,2.75,
775,JML,Seafood,Bowl,China,3,
2247,Nissin,Sapporo Noukou Miso Ramen,Bowl,Japan,5,
832,Dragonfly,Mee Goreng Dry Ramen Noodles,Pack,China,3.75,
2528,Prima,Juzz's Mee Creamy Chicken Flavour (Export Version),Pack,Singapore,5,
1919,Maruchan,Shiroi Chikara Mochi Udon,Bowl,Japan,4.5,
1405,Maggi,Masala Dumdaar Noodles,Pack,India,3.75,
2539,Nissin,Demae Iccho Tonkotsu Flavour Instant Noodle,Cup,Hong Kong,3.75,
1768,New Touch,Negi Miso No Ippin Ramen,Bowl,Japan,5,
552,Super Bihun,Kuah Rasa Baso Sapi Rice Noodles,Pack,Indonesia,3,
1005,Four Seas,Chicken Flavour,Bowl,China,2.75,
417,Vifon,Tu Quy Spicy Beef,Pack,Vietnam,3.5,
650,Dragonfly,Artificial Chicken,Pack,China,4,
758,JML,Artificial Stew Pork,Bowl,China,3.25,
1241,Nissin,Donbei Kansai Soy Sauce Flavor Udon,Pack,Japan,3.75,
1807,Wai Wai,Tom Yum Goong Flavour Instant Noodle,Cup,Thailand,3.5,
151,Shirakiku,Japanese Style Tokusen Miso,Pack,Japan,3,
177,Vifon,Hu Tieu Bo Kho An Lien Beef,Pack,Vietnam,3.75,
299,Lucky Me!,Supreme Sotanghon Artificial Chicken Vermicelli ,Bowl,Philippines,3.75,
1899,Koh Thai,Island Of Flavours Thai Royal Shrimp Instant Noodles,Pack,Netherlands,1.5,
995,Ko-Lee,Instant Noodles Beef,Pack,UK,3,
1014,Nissin,King Spa Oh Peperoncino Spaghetti (??????????????????Spa??? ?????????????????????),Bowl,Japan,4.25,
1456,Nissin,Cup Noodles Chicken Flavour,Cup,Singapore,3.5,
1794,Vit's,Shallot Chicken Instant Noodles,Pack,Malaysia,3,
288,Saigon Ve Wong,Kung Fu Artificial Beef Rice Noodle,Pack,South Korea,3.25,
2361,Nissin,Demae Iccho Chicken Flavour Instant Noodle (Bowl Noodle),Bowl,Hong Kong,5,
129,Nongshim,Mupama Tang Myun,Pack,South Korea,3.5,
1751,Mom's Dry Noodle,Spicy & Sour Flavor,Pack,Taiwan,5,
73,Nissin,Demae Ramen Five Spices Artificial Beef,Pack,Japan,3.5,
448,Ve Wong,Kung Fu Artificial Sesame Chicken,Bowl,Taiwan,3.75,
539,Nissin,Demae Ramen Chicken,Pack,Japan,3,
356,Maruchan,Ramen Noodle Soup Roast Beef,Pack,USA,2.75,
2203,Nongshim,Bowl Noodle Soup Independence Day Limited Edition Spicy Chicken Flavor,Bowl,USA,4,
2289,Myojo,Shin Toyama Black Ramen,Bowl,Japan,4,
638,GreeNoodle,Yakisoba,Pack,Thailand,3,
803,Master Kong,Premium Taste Roasted Beef,Bowl,China,4,
2406,Sichuan Guangyou,Sweet Potato Instant Noodle Braised Spicy Chitterling Flavor,Pack,China,0.25,
2020,Kang Shi Fu,Artificial Roasted Beef,Pack,China,3.5,
2010,MAMA,Rangers Snack Noodles Popcorn Flavour,Pack,Myanmar,3.75,
1770,JML,Spicy King Bowl Noodle Spicy Pork,Bowl,China,4.5,
351,Nissin,Top Ramen Picante Beef,Pack,USA,3,
548,Pot Noodle,Original Curry,Cup,UK,3.75,
265,Nissin,Cup Noodles Chicken,Cup,USA,3.5,
2235,Fashion Food,Tom Yum Shrimp Creamy Flavour Instant Noodles,Bowl,Thailand,4,
685,Indomie,Rasa Sup Buntut Oxtail Soup,Pack,Indonesia,2.75,
326,Little Cook,TVP Curry Chicken,Bowl,Thailand,4,
776,Sarimi,Isi 2 Rasa Kari spesial,Pack,Indonesia,3.75,
798,Golden Wheat,South Korean Style Pork,Cup,China,3,
2427,Ajinatori,HALAL Chicken Shoyu Sauce Ramen,Pack,Japan,2.5,
102,Indomie,Soto Mie,Pack,Indonesia,1.5,
712,Four Seas,Seaweed,Bowl,Hong Kong,3.25,
551,Batchelors,Super Noodles Chicken,Pack,UK,3.25,
942,Kamfen,E-men Lobster Soup,Pack,China,3.25,
459,Gefen,Imitation Chicken Vegetarian,Pack,USA,3,
736,Maruchan,Yakisoba Spicy Vegetable,Tray,USA,3.25,
1258,President,Mi Goreng Rasa Ayam Chicken Flavoured Fried Noodle,Pack,Indonesia,4.5,
2576,Ching's Secret,Singapore Curry,Pack,India,3.75,
1593,Nongshim,Tteokgukmyun,Pack,South Korea,4.25,
2557,Yamachan,Sapporo Miso Ramen,Pack,USA,4.75,
185,Shirakiku,Sanukiya Udon,Bowl,Japan,3.75,
1844,Seven & I,Gold Sumire Ramen,Bowl,Japan,5,
2282,Samyang Foods,Gold Jjamppong Fried Noodle,Pack,South Korea,5,
103,Ve Wong,Vegetarian Flavor,Pack,Taiwan,3,
2531,Uni-President,Pickled Cabbage Beef,Pack,China,4.25,
1634,Samyang Foods,Shoyu Noodle,Cup,South Korea,3.5,
1283,Nongshim,Oolongmen Kimchi Cup Noodle Soup Mix,Cup,South Korea,4,
2113,Nissin,Cup Noodles Seafood Creamy Flavour,Cup,Thailand,4,
1800,Crystal Noodle,Soup All Natural Hot & Sour,Cup,USA,0.25,
729,Indomie,Mi Goreng Jumbo Beef,Pack,Indonesia,5,
817,Souper,Bowl Ramen Shrimp,Bowl,Taiwan,3.75,
256,Nissin,Cup Noodles Shrimp,Cup,USA,3.5,
805,Acecook,Super Big Ramen Soy Sauce,Bowl,Japan,1.25,
1960,Kabuto Noodles,Chilli Chicken Ramen,Cup,UK,4,
1741,Myojo,Udon Japanese Style Pre-Cooked Noodles With Soup Chicken Flavor,Bowl,USA,2.5,
2553,Nissin,Hakata Ramen Noodle White Tonkotsu,Bowl,Japan,4.75,
1232,GaGa,Mie Gepeng Kuah Rasa Ayam Bawang Pedas,Pack,Indonesia,3.25,
1339,Kin-Dee,Instant Rice Noodle Pad Thai,Tray,Thailand,3.75,
1223,Sawadee,Instant Noodles Prawn Oriental Flavour,Pack,Malaysia,2.5,
731,Indomie,Rasa Mi Kocok Bandung,Pack,Indonesia,3.25,
1269,Chewy,Rice Vermicelli Scallop With XO Sauce Flavour,Pack,Hong Kong,2.5,
410,Lucky Me!,Instant Bulalo Bone Marrow,Pack,Philippines,3.75,
2405,Nissin,Cup Noodles Mini Spicy Seafood,Cup,Hong Kong,4,
458,Ve Wong,Kung Fu Artificial Beef Rice Noodle,Bowl,Taiwan,3.75,
1185,Sainsbury's,Basics Instant Noodles Chicken Flavour,Pack,UK,3.25,
1591,Mi E-Zee,Perisa Sayuran,Pack,Malaysia,3.5,
2013,Great Value,Beef Style Ramen Noodles,Pack,Canada,3.5,
52,Indomie,Chicken Curry,Pack,Indonesia,4,
311,Vifon,Tasty Mushroom,Pack,Vietnam,2,
1778,JML,Spicy King Spicy Chicken,Pack,China,5,
1390,Indomie,Mi Goreng Rasa Iga Penyet,Pack,Indonesia,4.75,
1188,Chencun,Braised Pork Ribs,Cup,China,3,
1093,Amianda,Hakka Flat Noodles - Satay Sauce,Pack,Taiwan,4.5,
1325,Koka,Spicy Shrimp Tom Yam Flavour,Cup,Singapore,3.25,
1570,Maruchan,"Big Cup Ramen Corn, Salt & Butter Flavor",Bowl,Japan,5,
769,Nissin,Cup Noodles Shrimp Picante Style,Cup,USA,3.25,
1731,Mama,Instant Noodles Creamy Shrimp Tom Yum Flavour,Pack,Cambodia,5,
403,Maruchan,Instant Lunch Lime Flavor with Shrimp,Cup,USA,2.25,
516,Wang,Champong Spicy Seafood,Bowl,South Korea,3.5,
864,Unif / Tung-I,Chinese Spices Tong Tsai Bean Vermicelli,Pack,Taiwan,3.5,
2295,Nissin,Cup Noodles Seafood,Cup,China,4,
155,Lucky Me!,Pancit Canton,Pack,Philippines,4.75,
1502,JML,Artificial Pork Flavor Noodles,Pack,China,4,
1439,Adabi,Mi Segera Mi Goreng Pedas Instant Noodles,Pack,Malaysia,3.5,
716,Vifon,Hu Tieu Ca Stewed Fish,Bowl,Vietnam,3.75,
210,Rocket Brand,Satoimo Noodles,Pack,China,2.5,
1383,Takamori Kosan,Futomen Yakisoba,Pack,Japan,4.75,
2457,KOKA,Instant Noodles Chicken Satay Flavour,Pack,Singapore,3.5,
618,Pulmuone,Cold Noodles By Dad,Pack,South Korea,2.75,
787,Emart,Ramen E Ramen White Broth,Pack,South Korea,5,
757,Indomie,Mi Goreng Vegan,Pack,Indonesia,4.25,
1625,Mama,Instant Rice Noodle Soup Spicy Shrimp Flavour,Bowl,Thailand,5,
2570,Tao Kae Noi,Creamy tom Yum Kung Flavour,Pack,Thailand,5,
1851,Fujiwara,Snow Crab Flavour Shio Ramen,Pack,Japan,3.5,
2039,Tokushima Seifun,Yakibuta Ramen,Bowl,Japan,5,
1317,Ve Wong,Little Prince Brand Snack Noodles Original Flavor,Pack,Taiwan,2.5,
2032,Kamfen,Noodle King Artificial Beef Soup Flavored,Bowl,Hong Kong,3.75,
1394,Paldo,Mild Kokomen (Prototype),Pack,South Korea,4.5,
1161,GaGa,100 Green Chilli Soto Flavour,Pack,Indonesia,3.75,
676,Indomie,Spicy Coconut Shrimp,Pack,Indonesia,4.75,
1748,Azami,Chili Chicken Flavour Noodle Soup,Cup,Canada,3,
1798,iMee,Instant Noodles Vegetable Flavour,Pack,Netherlands,2.75,
